upc_code,genre,title,books_available,price_in_pounds
0da9aa9d24677fc0,Nonfiction,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16,16.77
8c9e6bf2467d740d,Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",16,20.59
acd86a5426e21ca0,Nonfiction,The Gutsy Girl: Escapades for Your Life of Epic Adventure,16,37.13
a30b270e25489e5c,Nonfiction,The Electric Pencil: Drawings from Inside State Hospital No. 3,16,56.06
bd261725b99f5983,Philosophy,The Death of Humanity: and the Case for Life,16,58.11
43c6a960757cf559,Health,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",16,49.05
80cfab6bcff3a244,Add a comment,The Art Forger,16,40.760000000000005
a3d2a4250807f1e9,History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,16,19.73
7d6d2a6c0276f81b,Spirituality,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,16,32.24
87b0615b6e1f4d7b,Nonfiction,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,16,41.83
e6af5bf1163c1151,Default,Soul Reader,16,39.58
6f78a0d744c35456,Horror,Security,16,39.25
c849f0b2f5d6a742,Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",16,25.02
53a3d11bb568cc8b,Sequential Art,"Saga, Volume 5 (Saga (Collected Editions) #5)",16,51.04
d7310206583a54b6,Nonfiction,Reskilling America: Learning to Labor in the Twenty-First Century,16,19.830000000000002
c82a3e358c773c73,Sequential Art,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",16,50.4
0fa6dceead7ce47a,Sequential Art,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",16,13.61
0e691eda369f4e09,Fantasy,Princess Between Worlds (Wide-Awake Princess #5),16,13.34
e80f8e518b300dfe,Sequential Art,"Pop Gun War, Volume 1: Gift",16,18.97
7392c0032f92d816,History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",16,36.28
9429b4d59c537af5,Sequential Art,Patience,16,10.16
889139b8e9c4cb36,Sequential Art,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",16,15.44
11809b1d323b3057,Sequential Art,orange: The Complete Collection 1 (orange: The Complete Collection #1),16,48.41
9ffa38d3b832433a,Self Help,Online Marketing for Busy Authors: A Step-By-Step Guide,16,46.349999999999994
b757c0c361e689ce,Add a comment,On a Midnight Clear,16,14.07
3c346ab1e76ae1f6,Young Adult,Obsidian (Lux #1),16,14.860000000000001
784bc2279baa878d,Food and Drink,My Paris Kitchen: Recipes and Stories,16,33.37
fa9610a50a1bf149,Fantasy,Masks and Shadows,16,56.4
72f9d5be3472d34e,Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",16,14.02
460089f796fb3f82,Sequential Art,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",16,46.91
b6ee99bcf06fc91f,Sequential Art,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",16,45.61
57e5a4d515c8ce44,Sequential Art,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),16,19.919999999999998
7b75cc7f223791f4,Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",16,40.11
228f74b74f3a08ae,Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),16,53.9
18ad3ed896c7ce05,Science Fiction,Join,16,35.67
b136b1b180ca753a,Nonfiction,In the Country We Love: My Family Divided,16,22
e4f74c16de34d440,Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,16,57.36
8d4eefad7a2b3915,Sequential Art,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",16,29.17
1c89ae5bb804e4de,Sequential Art,I am a Hero Omnibus Volume 1,16,54.63
a6f99b9e687f9d46,Self Help,How to Be Miserable: 40 Strategies You Already Use,16,46.03
2a97cffe61c3c4c7,Romance,Her Backup Boyfriend (The Sorensen Family #1),16,33.97
f2df3bb043a8abb0,Sequential Art,"Giant Days, Vol. 2 (Giant Days #5-8)",16,22.110000000000003
9beb96a2300109d7,Historical Fiction,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,16,29.69
9e28048cea8d41f7,Romance,First and First (Five Boroughs #3),16,15.97
7add3f8e49ec0826,Romance,Fifty Shades Darker (Fifty Shades #2),16,21.959999999999997
311c0dd0e354a33e,Nonfiction,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,16,54.349999999999994
fce19f9b4a943f22,Religion,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",16,37.97
09b6cc87e62c2c58,Sequential Art,Danganronpa Volume 1,16,51.99
7267864328ae8b9d,Fantasy,Crown of Midnight (Throne of Glass #2),16,43.290000000000006
8754c83ab2a7ae71,Sequential Art,"Codename Baboushka, Volume 1: The Conclave of Death",16,36.720000000000006
7b599c8bfcdd8d30,Sequential Art,Camp Midnight,16,17.08
bee3672891cca906,Nonfiction,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,16,29.14
5ceb951f629700a2,Young Adult,Burning,16,28.810000000000002
74baabfc8fd84b38,Default,Bossypants,16,49.46
bdf415fd484ea8a7,Sequential Art,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",16,37.92
6d5300b2d8f37e07,Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",16,28.09
38d45839cb1c83c1,Nonfiction,Algorithms to Live By: The Computer Science of Human Decisions,16,30.810000000000002
70ed59f194b3c556,Default,A World of Flavor: Your Gluten Free Passport,16,42.949999999999996
8a380641491d43ed,Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",16,56.760000000000005
f733e8c19d40ec2e,Mystery,A Murder in Time,16,16.64
3a6fb983e2554023,Historical Fiction,A Flight of Arrows (The Pathfinders #2),16,55.53
842790dfaa937484,Young Adult,A Fierce and Subtle Poison,16,28.130000000000003
01d2001ac1e6f8a3,Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),16,52.37
e4ac92d89b946781,Christian,(Un)Qualified: How God Uses Broken People to Do Big Things,16,54
796c87ddbbaaf8c5,Religion,You Are What You Love: The Spiritual Power of Habit,15,21.87
9270575728a13a61,Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",15,43.3
b8736690cf263a3c,Fiction,Tuesday Nights in 1980,15,21.04
d7d6d50c1e3d0b81,Default,Tracing Numbers on a Train,15,41.6
590a9cccf7db9f7d,Fantasy,Throne of Glass (Throne of Glass #1),15,35.07
de3f25248ba0789f,History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,15,59.64
bc2a85fd35fdc7bd,Default,Thirteen Reasons Why,15,52.720000000000006
37c0cb19713d8dda,Childrens,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,15,58.08
623e1a180426039b,Romance,The Wedding Dress,15,24.12
fd3a622648667296,Fiction,The Vacationers,15,42.15
3bebf34ee9330cbd,Business,The Third Wave: An Entrepreneur’s Vision of the Future,15,12.61
f5a92cff83897d48,Philosophy,The Stranger,15,17.439999999999998
d6361d16212664ed,Sequential Art,The Shadow Hero (The Shadow Hero),15,33.14
961f18db4f138211,Default,The Secret (The Secret #1),15,27.37
0651062381f0636a,Fiction,The Regional Office Is Under Attack!,15,51.36
e98a4efa85070c2f,Default,The Psychopath Test: A Journey Through the Madness Industry,15,36
790ef197c8f236f5,Science Fiction,The Project,15,10.65
8ec14b1576cb7cb5,Nonfiction,The Power of Now: A Guide to Spiritual Enlightenment,15,43.54
209adad1015af86f,Nonfiction,The Omnivore's Dilemma: A Natural History of Four Meals,15,38.21
e4c7f3487d17fd42,Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,15,37.339999999999996
c7b5183f4d1d4efe,Mystery,The Murder of Roger Ackroyd (Hercule Poirot #4),15,44.1
99ff4cc6491e8f5c,New Adult,The Mistake (Off-Campus #2),15,43.290000000000006
08db62f24627e71f,New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),15,55.849999999999994
e28e330cbdf01126,Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,15,37.6
abeafe151a587d3b,Crime,The Long Shadow of Small Ghosts: Murder and Memory in an American City,15,10.97
eac1a180047ad54e,Default,The Kite Runner,15,41.82
9287e238d7c3b06e,Historical Fiction,The House by the Lake,15,36.949999999999996
2dbb7ec08cdd7f3c,Fantasy,The Glittering Court (The Glittering Court #1),15,44.28
e956d67c9bcc5809,Default,The Girl on the Train,15,55.02
42d0d7c92b75fc1c,Nonfiction,The Genius of Birds,15,17.24
d6670dfe3e7b42bd,Default,The Emerald Mystery,15,23.150000000000002
96a38e7c813d8f1d,Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,15,41.25
efc3768127714ec3,Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,15,32
dd047728de72ad62,Nonfiction,The Artist's Way: A Spiritual Path to Higher Creativity,15,38.49
e7469e22b5bfb3e7,Default,The Art of War,15,33.339999999999996
c99761a700ade23f,Autobiography,The Argonauts,15,10.93
56e4f9eab2e8e674,Business,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,15,27.55
203b7f94b7d6115f,Romance,Suddenly in Love (Lake Haven #1),15,55.99
ca71e72655bece85,Romance,Something More Than This,15,16.24
2a70769cdc6eb8b8,Science Fiction,Soft Apocalypse,15,26.12
1b33663ad7b95fd8,Nonfiction,So You've Been Publicly Shamed,15,12.229999999999999
0e0dcc3339602b28,Business,Shoe Dog: A Memoir by the Creator of NIKE,15,23.99
0c27e6c3744fc14b,Add a comment,"Shobu Samurai, Project Aryoku (#3)",15,29.06
ad04ad9fc179fc5d,Default,Secrets and Lace (Fatal Hearts #1),15,20.27
1c929cfd16b71907,Young Adult,Scarlett Epstein Hates It Here,15,43.55
e656e280bc8edd56,Default,Romero and Juliet: A Tragic Tale of Love and Zombies,15,36.94
b53db2271c9624f7,Christian Fiction,Redeeming Love,15,20.47
d9c643fa1fc57bdb,Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,15,41.06
31001a1210623bd4,Poetry,Poems That Make Grown Women Cry,15,14.19
50b8f80311b31ede,Young Adult,"Nightingale, Sing",15,38.28
cfeb1e1e0e695b58,Poetry,Night Sky with Exit Wounds,15,41.05
a40723994f715420,Historical Fiction,Mrs. Houdini,15,30.25
caf4fe9311f1dc59,Add a comment,Modern Romance,15,28.259999999999998
af96613fdd793a3c,Default,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),15,10.76
d69dd8dac66f9f84,Biography,Louisa: The Extraordinary Life of Mrs. Adams,15,16.85
4aa03792b50f0b22,Childrens,Little Red,15,13.47
ba54932df84e8cea,Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),15,48.56
c1afd71fc86bf682,Default,Large Print Heart of the Pride,15,19.150000000000002
fd8585283fc7d2d7,Womens Fiction,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,15,57.36
4ce91d31c1e57c33,Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),15,42.98
d163dd6c352fbcd2,Default,Grumbles,15,22.16
ce60436f52c5ee68,Travel,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,15,49.43
116a2fdc9a45bab0,Young Adult,Frostbite (Vampire Academy #2),15,29.99
8585760646e3aa2a,Horror,Follow You Home,15,21.36
2f88b08bf0a0e367,Default,First Steps for New Christians (Print Edition),15,29
edb3097e71330040,Fiction,Finders Keepers (Bill Hodges Trilogy #2),15,53.53
65d034adf80834b7,Sequential Art,"Fables, Vol. 1: Legends in Exile (Fables #1)",15,41.620000000000005
29c0025455f8c585,Default,Eureka Trivia 6.0,15,54.59
6ffb36aaeff1c81e,Default,Drive: The Surprising Truth About What Motivates Us,15,34.949999999999996
f6d967cdadc6fbd9,Default,Done Rubbed Out (Reightman & Bailey #1),15,37.720000000000006
3a11bb962ff45b78,Romance,Doing It Over (Most Likely To #1),15,35.61
46c1530d7546ea6d,Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",15,42.160000000000004
88c21fcd38e2486e,Erotica,Dark Notes,15,19.19
3b9a3b4624b7fd6d,Nonfiction,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",15,19.43
a57b1dcbd6849222,Christian Fiction,Close to You,15,49.46
513271dadc1322ae,Spirituality,Chasing Heaven: What Dying Taught Me About Living,15,37.8
1f329c2e7d7de8bd,Nonfiction,Big Magic: Creative Living Beyond Fear,15,30.8
919e7cb2269a25d2,Nonfiction,Becoming Wise: An Inquiry into the Mystery and Art of Living,15,27.43
3f69e667a67e54d9,Default,Beauty Restored (Riley Family Legacy Novellas #3),15,11.11
7edc0527cf782e19,Sequential Art,Batman: The Long Halloween (Batman),15,36.5
47271d8e08b5d31c,Sequential Art,Batman: The Dark Knight Returns (Batman),15,15.38
05f7c6d9a4e582d3,Default,Ayumi's Violin,15,15.48
d24b829be2ca81c4,Default,Anonymous,15,46.82
7ebfa6c1bee69e1e,Default,Amy Meets the Saints and Sages,15,18.459999999999997
bb8245f52c7cce8f,Cultural,Amid the Chaos,15,36.58
ffd54178acc9a6a5,Default,Amatus,15,50.54
d195e7f4ed697350,Nonfiction,Agnostic: A Spirited Manifesto,15,12.51
dd5bfa6cc2c0ecc3,History,Zealot: The Life and Times of Jesus of Nazareth,14,24.7
024387ca4cafd5cc,Thriller,You (You #1),14,43.61
047097293bb4d1c0,Sequential Art,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",14,37.339999999999996
3fb15ace50d6142b,Young Adult,Wild Swans,14,14.360000000000001
2b5054a4192e9b06,Politics,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,14,52.65
44a10f1ac8ce822e,Nonfiction,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,14,38.2
6fd646a334e6e133,Nonfiction,What's It Like in Space?: Stories from Astronauts Who've Been There,14,19.6
92275cedf6d8ee15,Sequential Art,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",14,53.9
6a31307a81e8f3a8,Childrens,Walt Disney's Alice in Wonderland,14,12.96
4a1debca3135ff37,Default,V for Vendetta (V for Vendetta Complete),14,37.1
aba2db9afb1469c7,Young Adult,Until Friday Night (The Field Party #1),14,46.309999999999995
76c84daa539426e2,Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",14,45.949999999999996
1d6443ffba9dfd80,Childrens,Twenty Yawns,14,22.08
6e44bcbeac7f4360,Sequential Art,Through the Woods,14,25.38
f0f38174a7e689a3,Young Adult,This Is Where It Ends,14,27.12
34c0d7c4ee5650af,Nonfiction,The Year of Magical Thinking,14,43.04
08b2f71d93836313,Default,The Wright Brothers,14,56.8
6875c5657661b2fb,Add a comment,The White Queen (The Cousins' War #1),14,25.91
c5cb9f885d8b3621,Romance,The Wedding Pact (The O'Malleys #2),14,32.61
e9906e2f0d189745,Fiction,The Time Keeper,14,27.88
081305e6df719dff,Fiction,The Testament of Mary,14,52.67
1528279aec1f3dce,Fantasy,The Star-Touched Queen,14,46.02
00c4543ec6bd25b4,Default,The Songs of the Gods,14,44.48
e88fb1c9397cfb27,Add a comment,The Song of Achilles,14,37.4
012094e90a4b908d,Default,The Rosie Project (Don Tillman #1),14,54.04
6bdd909329435e80,Default,The Power of Habit: Why We Do What We Do in Life and Business,14,16.88
52cf2a5933ec5d8f,Historical Fiction,The Marriage of Opposites,14,28.08
4e812d32d64e2431,Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,14,10.4
f21effc079a2b38a,Humor,The Long Haul (Diary of a Wimpy Kid #9),14,44.07
2d88a31f325dfd3b,Horror,The Loney,14,23.4
4881cc53f6c8892f,Nonfiction,The Literature Book (Big Ideas Simply Explained),14,17.43
3bc89353f7e3a3cc,Mystery,The Last Mile (Amos Decker #2),14,54.21
f72f61ad6a5f12ed,Add a comment,The Immortal Life of Henrietta Lacks,14,40.67
992974ba6a0536ea,Fantasy,The Hidden Oracle (The Trials of Apollo #1),14,52.260000000000005
ddc8340dabc8641b,Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,14,28.77
847935fc68707426,Thriller,The Guilty (Will Robie #4),14,13.82
a86972014275e072,Fiction,The First Hostage (J.B. Collins #2),14,25.85
3d76bc83c6b644c9,Add a comment,The Dovekeepers,14,48.78
6edacfd1f8ebb9eb,Young Adult,The Darkest Lie,14,35.349999999999994
dc6f688b82e42a5b,Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),14,44.730000000000004
923831a05c9f91f7,Nonfiction,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,14,15.77
1b8187fa4bf6ab05,Thriller,The 14th Colony (Cotton Malone #11),14,39.24
0c7b9cf2b7662b65,Mystery,That Darkness (Gardiner and Renner #1),14,13.92
2d1e337aaf341858,Mystery,Tastes Like Fear (DI Marnie Rome #3),14,10.69
2c04320e110a14a3,Fiction,Take Me with You,14,45.21
4c8b7540409da4ac,Nonfiction,Swell: A Year of Waves,14,45.58
ac8e3949d284e9a9,Sequential Art,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),14,11.89
fe44cc816576c652,Fiction,Still Life with Bread Crumbs,14,26.41
95019eac1c0a052f,Default,Steve Jobs,14,39.5
3edcccc4f341fb1a,Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,14,44.74
a278db6b2b09cf9f,Contemporary,Someone Like You (The Harrisons #2),14,52.790000000000006
394f6d30cafc3edb,Sequential Art,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",14,35.43
830fb3967c74866d,Fiction,Shtum,14,55.839999999999996
f9705c362f070608,Travel,See America: A Celebration of Our National Parks & Treasured Sites,14,48.87
86cbddb61ea78bb7,Poetry,salt.,14,46.78
85b2176b3b194030,Sequential Art,Robin War,14,47.82
31e2e2d9cca3778f,Sequential Art,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",14,25.479999999999997
a6454e329f872b78,Childrens,Rain Fish,14,23.57
aa35446aab16017f,Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",14,50.89
af58a74e4b2a23a0,Horror,Pet Sematary,14,10.56
8ecf0356a3878811,Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",14,52.15
e34efcc824685332,Childrens,Once Was a Time,14,18.279999999999998
02b74068fa98d8a4,Humor,Old School (Diary of a Wimpy Kid #10),14,11.83
132ec5e8c984adef,Nonfiction,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,14,21.95
71e36f33981ddb74,Sequential Art,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",14,38.39
727bf2b86b19ad88,Fiction,My Name Is Lucy Barton,14,41.56
cc82685d9f49bc2c,Fiction,My Mrs. Brown,14,24.479999999999997
137b0b2775701e11,Young Adult,My Kind of Crazy,14,40.36
caa2e5b3fb1b2d4c,Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),14,28.9
47d47155e89c8be7,Add a comment,More Than Music (Chasing the Dream #1),14,37.61
b96fc7a0ea7d4b45,Business,Made to Stick: Why Some Ideas Survive and Others Die,14,38.849999999999994
5b43cae640f2338a,Childrens,Luis Paints the World,14,53.949999999999996
d512871626a5e588,Default,Luckiest Girl Alive,14,49.83
a10c7515834240f3,Sequential Art,Lowriders to the Center of the Earth (Lowriders in Space #2),14,51.51
adb5f51c2e2ab13f,Music,Love Is a Mix Tape (Music #1),14,18.03
24af96df0bafb925,Nonfiction,Looking for Lovely: Collecting the Moments that Matter,14,29.14
17fb5a88180f9904,Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",14,46.91
1174156c4a0eccaa,Nonfiction,Let It Out: A Journey Through Journaling,14,26.79
708345c9897fd7c5,Default,Lady Midnight (The Dark Artifices #1),14,16.279999999999998
245e6bf08b8d2955,Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",14,19.55
2b52334fab158861,Fantasy,Island of Dragons (Unwanteds #7),14,29.650000000000002
b8a8ff84233f0570,Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,14,25.979999999999997
aeff7b87a8e83ebb,Fiction,I Am Pilgrim (Pilgrim #1),14,10.6
fbb21a2f71f4d981,Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14,14.75
6b6cd77fbc91b7a6,Default,"Hush, Hush (Hush, Hush #1)",14,47.02
0b165bd4b9f42fd5,Romance,Hold Your Breath (Search and Rescue #1),14,28.82
afa829857f82f99e,Nonfiction,Hamilton: The Revolution,14,58.790000000000006
f201f263d8c23f97,Default,Greek Mythic History,14,10.229999999999999
eec424a84c9e4c68,Religion,God: The Most Unpleasant Character in All Fiction,14,30.03
de4b403cb629a29f,Historical Fiction,Glory over Everything: Beyond The Kitchen House,14,45.839999999999996
9194ae88379dbf1a,Art,Feathers: Displays of Brilliant Plumage,14,49.05
ac4dde0d1be05de0,Nonfiction,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",14,15.06
a2bd4ca82d908442,Default,Every Last Word,14,46.47
9eaf58b03a2779cc,Fiction,Eligible (The Austen Project #4),14,27.09
27c5968fe43cc06e,Sequential Art,El Deafo,14,57.620000000000005
1d6dd0c87d90fe92,Fiction,Eight Hundred Grapes,14,14.39
